tarih,ilce,bildirimsiz_sum,bildirimli_sum
2022-11-29,manisa-akhisar,8,4
2022-11-30,manisa-akhisar,7,3
2022-12-01,manisa-akhisar,9,13
2022-12-02,manisa-akhisar,4,13
2022-12-03,manisa-akhisar,5,4
2022-12-04,manisa-akhisar,3,2
2022-12-05,manisa-akhisar,7,7
2022-12-06,manisa-akhisar,8,1
2022-12-07,manisa-akhisar,6,2
2022-12-08,manisa-akhisar,5,8
2022-12-09,manisa-akhisar,2,9
2022-12-10,manisa-akhisar,5,4
2022-12-11,manisa-akhisar,8,0
2022-12-12,manisa-akhisar,6,0
2022-12-13,manisa-akhisar,9,1
2022-12-14,manisa-akhisar,9,3
2022-12-15,manisa-akhisar,5,0
2022-12-16,manisa-akhisar,3,2
2022-12-17,manisa-akhisar,2,0
2022-12-18,manisa-akhisar,2,3
2022-12-19,manisa-akhisar,7,3
2022-12-20,manisa-akhisar,5,3
2022-12-21,manisa-akhisar,4,3
2022-12-22,manisa-akhisar,8,0
2022-12-23,manisa-akhisar,7,1
2022-12-24,manisa-akhisar,3,2
2022-12-25,manisa-akhisar,3,5
2022-12-26,manisa-akhisar,5,7
2022-12-27,manisa-akhisar,4,5
2022-12-28,manisa-akhisar,6,3
2022-12-29,manisa-akhisar,6,1
2022-12-30,manisa-akhisar,9,1
2022-12-31,manisa-akhisar,4,1
2023-01-01,manisa-akhisar,0,3
2023-01-02,manisa-akhisar,4,1
2023-01-03,manisa-akhisar,4,1
2023-01-04,manisa-akhisar,3,1
2023-01-05,manisa-akhisar,9,1
2023-01-06,manisa-akhisar,4,1
2023-01-07,manisa-akhisar,4,0
2023-01-08,manisa-akhisar,3,0
2023-01-09,manisa-akhisar,4,1
2023-01-10,manisa-akhisar,9,1
2023-01-11,manisa-akhisar,12,0
2023-01-12,manisa-akhisar,9,0
2023-01-13,manisa-akhisar,3,0
2023-01-14,manisa-akhisar,3,2
2023-01-15,manisa-akhisar,1,3
2023-01-16,manisa-akhisar,4,0
2023-01-17,manisa-akhisar,8,0
2023-01-18,manisa-akhisar,3,0
2023-01-19,manisa-akhisar,6,0
2023-01-20,manisa-akhisar,5,0
2023-01-21,manisa-akhisar,5,1
2023-01-22,manisa-akhisar,6,0
2023-01-23,manisa-akhisar,5,1
2023-01-24,manisa-akhisar,1,0
2023-01-25,manisa-akhisar,5,0
2023-01-26,manisa-akhisar,3,13
2023-01-27,manisa-akhisar,21,0
2023-01-28,manisa-akhisar,10,1
2023-01-29,manisa-akhisar,10,1
2023-01-30,manisa-akhisar,15,0
2023-01-31,manisa-akhisar,9,0
2023-02-01,manisa-akhisar,4,0
2023-02-02,manisa-akhisar,9,0
2023-02-03,manisa-akhisar,9,0
2023-02-04,manisa-akhisar,6,0
2023-02-05,manisa-akhisar,28,0
2023-02-06,manisa-akhisar,68,0
2023-02-07,manisa-akhisar,31,0
2023-02-08,manisa-akhisar,9,1
2023-02-09,manisa-akhisar,10,0
2023-02-10,manisa-akhisar,6,0
2023-02-11,manisa-akhisar,7,0
2023-02-12,manisa-akhisar,6,0
2023-02-13,manisa-akhisar,4,2
2023-02-14,manisa-akhisar,6,2
2023-02-15,manisa-akhisar,4,0
2023-02-16,manisa-akhisar,2,1
2023-02-17,manisa-akhisar,4,2
2023-02-18,manisa-akhisar,5,2
2023-02-19,manisa-akhisar,2,1
2023-02-20,manisa-akhisar,4,0
2023-02-21,manisa-akhisar,9,1
2023-02-22,manisa-akhisar,5,0
2023-02-23,manisa-akhisar,4,0
2023-02-24,manisa-akhisar,4,0
2023-02-25,manisa-akhisar,2,1
2023-02-26,manisa-akhisar,7,0
2023-02-27,manisa-akhisar,2,2
2023-02-28,manisa-akhisar,6,0
2023-03-01,manisa-akhisar,2,0
2023-03-02,manisa-akhisar,8,2
2023-03-03,manisa-akhisar,4,0
2023-03-04,manisa-akhisar,5,0
2023-03-05,manisa-akhisar,7,3
2023-03-06,manisa-akhisar,4,2
2023-03-07,manisa-akhisar,2,1
2023-03-08,manisa-akhisar,2,0
2023-03-09,manisa-akhisar,6,0
2023-03-10,manisa-akhisar,11,0
2023-03-11,manisa-akhisar,17,0
2023-03-12,manisa-akhisar,5,1
2023-03-13,manisa-akhisar,7,2
2023-03-14,manisa-akhisar,5,1
2023-03-15,manisa-akhisar,4,0
2023-03-16,manisa-akhisar,3,0
2023-03-17,manisa-akhisar,10,0
2023-03-18,manisa-akhisar,6,0
2023-03-19,manisa-akhisar,5,1
2023-03-20,manisa-akhisar,3,1
2023-03-21,manisa-akhisar,7,0
2023-03-22,manisa-akhisar,1,3
2023-03-23,manisa-akhisar,12,0
2023-03-24,manisa-akhisar,5,0
2023-03-25,manisa-akhisar,6,1
2023-03-26,manisa-akhisar,5,1
2023-03-27,manisa-akhisar,7,3
2023-03-28,manisa-akhisar,17,2
2023-03-29,manisa-akhisar,11,1
2023-03-30,manisa-akhisar,3,3
2023-03-31,manisa-akhisar,4,1
2023-04-01,manisa-akhisar,13,2
2023-04-02,manisa-akhisar,6,1
2023-04-03,manisa-akhisar,2,1
2023-04-04,manisa-akhisar,10,0
2023-04-05,manisa-akhisar,13,2
2023-04-06,manisa-akhisar,5,1
2023-04-07,manisa-akhisar,3,1
2023-04-08,manisa-akhisar,8,7
2023-04-09,manisa-akhisar,7,2
2023-04-10,manisa-akhisar,7,1
2023-04-11,manisa-akhisar,2,3
2023-04-12,manisa-akhisar,4,0
2023-04-13,manisa-akhisar,5,2
2023-04-14,manisa-akhisar,5,4
2023-04-15,manisa-akhisar,3,3
2023-04-16,manisa-akhisar,6,4
2023-04-17,manisa-akhisar,4,0
2023-04-18,manisa-akhisar,4,4
2023-04-19,manisa-akhisar,8,0
2023-04-20,manisa-akhisar,10,0
2023-04-21,manisa-akhisar,5,0
2023-04-22,manisa-akhisar,3,0
2023-04-23,manisa-akhisar,5,5
2023-04-24,manisa-akhisar,5,3
2023-04-25,manisa-akhisar,7,2
2023-04-26,manisa-akhisar,5,3
2023-04-27,manisa-akhisar,5,1
2023-04-28,manisa-akhisar,9,0
2023-04-29,manisa-akhisar,6,1
2023-04-30,manisa-akhisar,7,0
2023-05-01,manisa-akhisar,9,0
2023-05-02,manisa-akhisar,8,0
2023-05-03,manisa-akhisar,10,0
2023-05-04,manisa-akhisar,3,5
2023-05-05,manisa-akhisar,3,8
2023-05-06,manisa-akhisar,10,7
2023-05-07,manisa-akhisar,1,3
2023-05-08,manisa-akhisar,6,7
2023-05-09,manisa-akhisar,4,6
2023-05-10,manisa-akhisar,5,7
2023-05-11,manisa-akhisar,4,7
2023-05-12,manisa-akhisar,9,0
2023-05-13,manisa-akhisar,2,0
2023-05-14,manisa-akhisar,3,0
2023-05-15,manisa-akhisar,2,0
2023-05-16,manisa-akhisar,12,3
2023-05-17,manisa-akhisar,10,6
2023-05-18,manisa-akhisar,19,2
2023-05-19,manisa-akhisar,5,2
2023-05-20,manisa-akhisar,8,1
2023-05-21,manisa-akhisar,3,3
2023-05-22,manisa-akhisar,3,3
2023-05-23,manisa-akhisar,5,0
2023-05-24,manisa-akhisar,6,0
2023-05-25,manisa-akhisar,4,4
2023-05-26,manisa-akhisar,10,0
2023-05-27,manisa-akhisar,6,0
2023-05-28,manisa-akhisar,11,0
2023-05-29,manisa-akhisar,4,0
2023-05-30,manisa-akhisar,9,4
2023-05-31,manisa-akhisar,16,3
2023-06-01,manisa-akhisar,12,5
2023-06-02,manisa-akhisar,9,2
2023-06-03,manisa-akhisar,3,2
2023-06-04,manisa-akhisar,5,1
2023-06-05,manisa-akhisar,6,4
2023-06-06,manisa-akhisar,6,2
2023-06-07,manisa-akhisar,7,2
2023-06-08,manisa-akhisar,9,1
2023-06-09,manisa-akhisar,7,2
2023-06-10,manisa-akhisar,8,1
2023-06-11,manisa-akhisar,7,2
2023-06-12,manisa-akhisar,4,4
2023-06-13,manisa-akhisar,5,1
2023-06-14,manisa-akhisar,4,1
2023-06-15,manisa-akhisar,3,2
2023-06-16,manisa-akhisar,9,6
2023-06-17,manisa-akhisar,15,3
2023-06-18,manisa-akhisar,34,3
2023-06-19,manisa-akhisar,18,3
2023-06-20,manisa-akhisar,11,3
2023-06-21,manisa-akhisar,2,5
2023-06-22,manisa-akhisar,10,3
2023-06-23,manisa-akhisar,4,1
2023-06-24,manisa-akhisar,5,0
2023-06-25,manisa-akhisar,14,0
2023-06-26,manisa-akhisar,5,0
2023-06-27,manisa-akhisar,3,0
2023-06-28,manisa-akhisar,5,0
2023-06-29,manisa-akhisar,5,0
2023-06-30,manisa-akhisar,5,0
2023-07-01,manisa-akhisar,7,0
2023-07-02,manisa-akhisar,14,0
2023-07-03,manisa-akhisar,5,0
2023-07-04,manisa-akhisar,8,0
2023-07-05,manisa-akhisar,7,0
2023-07-06,manisa-akhisar,7,3
2023-07-07,manisa-akhisar,10,4
2023-07-08,manisa-akhisar,9,0
2023-07-09,manisa-akhisar,9,2
2023-07-10,manisa-akhisar,8,3
2023-07-11,manisa-akhisar,16,3
2023-07-12,manisa-akhisar,13,1
2023-07-13,manisa-akhisar,14,3
2023-07-14,manisa-akhisar,22,0
2023-07-15,manisa-akhisar,14,0
2023-07-16,manisa-akhisar,14,0
2023-07-17,manisa-akhisar,17,3
2023-07-18,manisa-akhisar,13,3
2023-07-19,manisa-akhisar,9,0
2023-07-20,manisa-akhisar,18,0
2023-07-21,manisa-akhisar,9,1
2023-07-22,manisa-akhisar,18,3
2023-07-23,manisa-akhisar,16,2
2023-07-24,manisa-akhisar,13,1
2023-07-25,manisa-akhisar,17,2
2023-07-26,manisa-akhisar,21,1
2023-07-27,manisa-akhisar,25,4
2023-07-28,manisa-akhisar,14,1
2023-07-29,manisa-akhisar,9,4
2023-07-30,manisa-akhisar,4,2
2023-07-31,manisa-akhisar,8,2
2023-08-01,manisa-akhisar,2,1
2023-08-02,manisa-akhisar,7,0
2023-08-03,manisa-akhisar,1,1
2023-08-04,manisa-akhisar,12,2
2023-08-05,manisa-akhisar,17,2
2023-08-06,manisa-akhisar,13,1
2023-08-07,manisa-akhisar,12,1
2023-08-08,manisa-akhisar,12,1
2023-08-09,manisa-akhisar,8,0
2023-08-10,manisa-akhisar,5,2
2023-08-11,manisa-akhisar,4,2
2023-08-12,manisa-akhisar,4,0
2023-08-13,manisa-akhisar,6,1
2023-08-14,manisa-akhisar,6,0
2023-08-15,manisa-akhisar,15,0
2023-08-16,manisa-akhisar,11,0
2023-08-17,manisa-akhisar,11,1
2023-08-18,manisa-akhisar,11,2
2023-08-19,manisa-akhisar,20,0
2023-08-20,manisa-akhisar,6,1
2023-08-21,manisa-akhisar,13,0
2023-08-22,manisa-akhisar,8,1
2023-08-23,manisa-akhisar,13,0
2023-08-24,manisa-akhisar,5,1
2023-08-25,manisa-akhisar,6,2
2023-08-26,manisa-akhisar,6,2
2023-08-27,manisa-akhisar,4,2
2023-08-28,manisa-akhisar,4,3
2023-08-29,manisa-akhisar,7,4
2023-08-30,manisa-akhisar,11,1
2023-08-31,manisa-akhisar,5,1
2023-09-01,manisa-akhisar,3,1
2023-09-02,manisa-akhisar,14,0
2023-09-03,manisa-akhisar,6,0
2023-09-04,manisa-akhisar,30,5
2023-09-05,manisa-akhisar,16,0
2023-09-06,manisa-akhisar,10,3
2023-09-07,manisa-akhisar,7,1
2023-09-08,manisa-akhisar,5,4
2023-09-09,manisa-akhisar,3,1
2023-09-10,manisa-akhisar,6,0
2023-09-11,manisa-akhisar,12,3
2023-09-12,manisa-akhisar,9,3
2023-09-13,manisa-akhisar,7,2
2023-09-14,manisa-akhisar,4,1
2023-09-15,manisa-akhisar,7,2
2023-09-16,manisa-akhisar,7,1
2023-09-17,manisa-akhisar,5,1
2023-09-18,manisa-akhisar,8,3
2023-09-19,manisa-akhisar,1,2
2023-09-20,manisa-akhisar,4,4
2023-09-21,manisa-akhisar,7,7
2023-09-22,manisa-akhisar,5,6
2023-09-23,manisa-akhisar,5,4
2023-09-24,manisa-akhisar,14,5
2023-09-25,manisa-akhisar,9,5
2023-09-26,manisa-akhisar,1,2
2023-09-27,manisa-akhisar,4,1
2023-09-28,manisa-akhisar,6,3
2023-09-29,manisa-akhisar,4,2
2023-09-30,manisa-akhisar,6,4
2023-10-01,manisa-akhisar,4,5
2023-10-02,manisa-akhisar,7,4
2023-10-03,manisa-akhisar,4,3
2023-10-04,manisa-akhisar,7,6
2023-10-05,manisa-akhisar,5,2
2023-10-06,manisa-akhisar,1,2
2023-10-07,manisa-akhisar,1,2
2023-10-08,manisa-akhisar,7,2
2023-10-09,manisa-akhisar,5,4
2023-10-10,manisa-akhisar,4,1
2023-10-11,manisa-akhisar,6,2
2023-10-12,manisa-akhisar,8,4
2023-10-13,manisa-akhisar,4,2
2023-10-14,manisa-akhisar,6,8
2023-10-15,manisa-akhisar,8,1
2023-10-16,manisa-akhisar,7,2
2023-10-17,manisa-akhisar,3,4
2023-10-18,manisa-akhisar,6,2
2023-10-19,manisa-akhisar,5,4
2023-10-20,manisa-akhisar,4,6
2023-10-21,manisa-akhisar,2,2
2023-10-22,manisa-akhisar,11,2
2023-10-23,manisa-akhisar,1,3
2023-10-24,manisa-akhisar,6,3
2023-10-25,manisa-akhisar,6,3
2023-10-26,manisa-akhisar,8,4
2023-10-27,manisa-akhisar,6,4
2023-10-28,manisa-akhisar,1,2
2023-10-29,manisa-akhisar,6,0
2023-10-30,manisa-akhisar,5,2
2023-10-31,manisa-akhisar,12,1
2023-11-01,manisa-akhisar,5,1
2023-11-02,manisa-akhisar,10,3
2023-11-03,manisa-akhisar,7,1
2023-11-04,manisa-akhisar,11,2
2023-11-05,manisa-akhisar,9,3
2023-11-06,manisa-akhisar,10,1
2023-11-07,manisa-akhisar,4,1
2023-11-08,manisa-akhisar,3,0
2023-11-09,manisa-akhisar,3,1
2023-11-10,manisa-akhisar,4,1
2023-11-11,manisa-akhisar,13,0
2023-11-12,manisa-akhisar,20,0
2023-11-13,manisa-akhisar,15,2
2023-11-14,manisa-akhisar,8,1
2023-11-15,manisa-akhisar,4,0
2023-11-16,manisa-akhisar,8,0
2023-11-17,manisa-akhisar,9,1
2023-11-18,manisa-akhisar,25,0
2023-11-19,manisa-akhisar,9,0
2023-11-20,manisa-akhisar,14,3
2023-11-21,manisa-akhisar,9,2
2023-11-22,manisa-akhisar,12,4
2023-11-23,manisa-akhisar,9,3
2023-11-24,manisa-akhisar,15,0
2023-11-25,manisa-akhisar,17,4
2023-11-26,manisa-akhisar,41,1
2023-11-27,manisa-akhisar,12,2
2023-11-28,manisa-akhisar,10,1
2023-11-29,manisa-akhisar,22,0
2023-11-30,manisa-akhisar,18,0
2023-12-01,manisa-akhisar,14,1
2023-12-02,manisa-akhisar,9,0
2023-12-03,manisa-akhisar,9,0
2023-12-04,manisa-akhisar,5,1
2023-12-05,manisa-akhisar,7,0
2023-12-06,manisa-akhisar,4,0
2023-12-07,manisa-akhisar,12,0
2023-12-08,manisa-akhisar,7,0
2023-12-09,manisa-akhisar,8,1
2023-12-10,manisa-akhisar,2,3
2023-12-11,manisa-akhisar,6,1
2023-12-12,manisa-akhisar,7,2
2023-12-13,manisa-akhisar,4,2
2023-12-14,manisa-akhisar,3,1
2023-12-15,manisa-akhisar,4,0
2023-12-16,manisa-akhisar,19,0
2023-12-17,manisa-akhisar,7,2
2023-12-18,manisa-akhisar,2,3
2023-12-19,manisa-akhisar,2,1
2023-12-20,manisa-akhisar,6,1
2023-12-21,manisa-akhisar,9,1
2023-12-22,manisa-akhisar,3,0
2023-12-23,manisa-akhisar,6,0
2023-12-24,manisa-akhisar,7,0
2023-12-25,manisa-akhisar,6,2
2023-12-26,manisa-akhisar,4,0
2023-12-27,manisa-akhisar,3,0
2023-12-28,manisa-akhisar,5,1
2023-12-29,manisa-akhisar,9,1
2023-12-30,manisa-akhisar,8,2
2023-12-31,manisa-akhisar,8,1
2024-01-01,manisa-akhisar,1,0
2024-01-02,manisa-akhisar,5,0
2024-01-03,manisa-akhisar,6,0
2021-01-01,manisa-alasehir,7,0
2021-01-02,manisa-alasehir,4,0
2021-01-03,manisa-alasehir,2,0
2021-01-04,manisa-alasehir,4,0
2021-01-05,manisa-alasehir,15,0
2021-01-06,manisa-alasehir,4,0
2021-01-07,manisa-alasehir,2,0
2021-01-08,manisa-alasehir,5,0
2021-01-09,manisa-alasehir,3,1
2021-01-10,manisa-alasehir,3,0
2021-01-11,manisa-alasehir,8,1
2021-01-12,manisa-alasehir,15,1
2021-01-13,manisa-alasehir,30,4
2021-01-14,manisa-alasehir,6,0
2021-01-15,manisa-alasehir,6,0
2021-01-16,manisa-alasehir,12,0
2021-01-17,manisa-alasehir,7,0
2021-01-18,manisa-alasehir,3,0
2021-01-19,manisa-alasehir,4,0
2021-01-20,manisa-alasehir,4,0
2021-01-21,manisa-alasehir,2,2
2021-01-22,manisa-alasehir,9,1
2021-01-23,manisa-alasehir,10,0
2021-01-24,manisa-alasehir,6,0
2021-01-25,manisa-alasehir,23,0
2021-01-26,manisa-alasehir,15,1
2021-01-27,manisa-alasehir,53,0
2021-01-28,manisa-alasehir,18,1
2021-01-29,manisa-alasehir,16,1
2021-01-30,manisa-alasehir,16,0
2021-01-31,manisa-alasehir,10,0
2021-02-01,manisa-alasehir,17,1
2021-02-02,manisa-alasehir,13,1
2021-02-03,manisa-alasehir,6,0
2021-02-04,manisa-alasehir,6,0
2021-02-05,manisa-alasehir,11,0
2021-02-06,manisa-alasehir,8,0
2021-02-07,manisa-alasehir,4,0
2021-02-08,manisa-alasehir,25,0
2021-02-09,manisa-alasehir,21,1
2021-02-10,manisa-alasehir,15,0
2021-02-11,manisa-alasehir,10,1
2021-02-12,manisa-alasehir,9,1
2021-02-13,manisa-alasehir,8,0
2021-02-14,manisa-alasehir,4,0
2021-02-15,manisa-alasehir,10,1
2021-02-16,manisa-alasehir,24,0
2021-02-17,manisa-alasehir,18,0
2021-02-18,manisa-alasehir,5,2
2021-02-19,manisa-alasehir,11,0
2021-02-20,manisa-alasehir,6,0
2021-02-21,manisa-alasehir,5,0
2021-02-22,manisa-alasehir,7,0
2021-02-23,manisa-alasehir,3,3
2021-02-24,manisa-alasehir,9,0
2021-02-25,manisa-alasehir,6,2
2021-02-26,manisa-alasehir,3,2
2021-02-27,manisa-alasehir,9,0
2021-02-28,manisa-alasehir,9,0
2021-03-01,manisa-alasehir,12,0
2021-03-02,manisa-alasehir,6,3
2021-03-03,manisa-alasehir,7,1
2021-03-04,manisa-alasehir,10,1
2021-03-05,manisa-alasehir,3,1
2021-03-06,manisa-alasehir,7,0
2021-03-07,manisa-alasehir,10,3
2021-03-08,manisa-alasehir,9,4
2021-03-09,manisa-alasehir,3,3
2021-03-10,manisa-alasehir,2,2
2021-03-11,manisa-alasehir,5,2
2021-03-12,manisa-alasehir,7,0
2021-03-13,manisa-alasehir,6,0
2021-03-14,manisa-alasehir,2,0
2021-03-15,manisa-alasehir,20,1
2021-03-16,manisa-alasehir,20,2
2021-03-17,manisa-alasehir,21,0
2021-03-18,manisa-alasehir,6,1
2021-03-19,manisa-alasehir,9,2
2021-03-20,manisa-alasehir,7,0
2021-03-21,manisa-alasehir,3,0
2021-03-22,manisa-alasehir,37,0
2021-03-23,manisa-alasehir,17,0
2021-03-24,manisa-alasehir,10,1
2021-03-25,manisa-alasehir,4,1
2021-03-26,manisa-alasehir,7,2
2021-03-27,manisa-alasehir,7,0
2021-03-28,manisa-alasehir,13,0
2021-03-29,manisa-alasehir,9,0
2021-03-30,manisa-alasehir,9,0
2021-03-31,manisa-alasehir,14,0
2021-04-01,manisa-alasehir,6,0
2021-04-02,manisa-alasehir,7,0
2021-04-03,manisa-alasehir,9,4
2021-04-04,manisa-alasehir,23,5
2021-04-05,manisa-alasehir,26,0
2021-04-06,manisa-alasehir,20,0
2021-04-07,manisa-alasehir,16,0
2021-04-08,manisa-alasehir,8,1
2021-04-09,manisa-alasehir,14,1
2021-04-10,manisa-alasehir,14,1
2021-04-11,manisa-alasehir,6,1
2021-04-12,manisa-alasehir,8,0
2021-04-13,manisa-alasehir,12,0
2021-04-14,manisa-alasehir,7,0
2021-04-15,manisa-alasehir,6,2
2021-04-16,manisa-alasehir,5,3
2021-04-17,manisa-alasehir,26,1
2021-04-18,manisa-alasehir,28,0
2021-04-19,manisa-alasehir,14,0
2021-04-20,manisa-alasehir,14,0
2021-04-21,manisa-alasehir,10,0
2021-04-22,manisa-alasehir,15,1
2021-04-23,manisa-alasehir,5,0
2021-04-24,manisa-alasehir,10,0
2021-04-25,manisa-alasehir,6,0
2021-04-26,manisa-alasehir,4,0
2021-04-27,manisa-alasehir,8,0
2021-04-28,manisa-alasehir,7,1
2021-04-29,manisa-alasehir,13,0
2021-04-30,manisa-alasehir,10,0
2021-05-01,manisa-alasehir,5,0
2021-05-02,manisa-alasehir,8,0
2021-05-03,manisa-alasehir,7,0
2021-05-04,manisa-alasehir,4,0
2021-05-05,manisa-alasehir,11,0
2021-05-06,manisa-alasehir,3,1
2021-05-07,manisa-alasehir,9,0
2021-05-08,manisa-alasehir,8,0
2021-05-09,manisa-alasehir,6,0
2021-05-10,manisa-alasehir,4,0
2021-05-11,manisa-alasehir,3,0
2021-05-12,manisa-alasehir,3,0
2021-05-13,manisa-alasehir,6,0
2021-05-14,manisa-alasehir,1,0
2021-05-15,manisa-alasehir,6,0
2021-05-16,manisa-alasehir,4,0
2021-05-17,manisa-alasehir,5,0
2021-05-18,manisa-alasehir,4,0
2021-05-19,manisa-alasehir,2,0
2021-05-20,manisa-alasehir,9,1
2021-05-21,manisa-alasehir,28,0
2021-05-22,manisa-alasehir,14,0
2021-05-23,manisa-alasehir,10,1
2021-05-25,manisa-alasehir,3,0
2021-05-26,manisa-alasehir,6,0
2021-05-27,manisa-alasehir,6,0
2021-05-28,manisa-alasehir,7,0
2021-05-29,manisa-alasehir,2,0
2021-05-30,manisa-alasehir,9,0
2021-05-31,manisa-alasehir,3,2
2021-06-01,manisa-alasehir,9,0
2021-06-02,manisa-alasehir,8,0
2021-06-03,manisa-alasehir,7,1
2021-06-04,manisa-alasehir,5,0
2021-06-05,manisa-alasehir,1,0
2021-06-06,manisa-alasehir,5,3
2021-06-07,manisa-alasehir,7,3
2021-06-08,manisa-alasehir,9,0
2021-06-09,manisa-alasehir,9,1
2021-06-10,manisa-alasehir,9,0
2021-06-11,manisa-alasehir,8,3
2021-06-12,manisa-alasehir,7,0
2021-06-13,manisa-alasehir,6,0
2021-06-14,manisa-alasehir,6,0
2021-06-15,manisa-alasehir,8,2
2021-06-16,manisa-alasehir,8,3
2021-06-17,manisa-alasehir,4,1
2021-06-18,manisa-alasehir,9,3
2021-06-19,manisa-alasehir,7,1
2021-06-20,manisa-alasehir,14,0
2021-06-21,manisa-alasehir,14,0
2021-06-22,manisa-alasehir,8,0
2021-06-23,manisa-alasehir,39,0
2021-06-24,manisa-alasehir,27,0
2021-06-25,manisa-alasehir,19,3
2021-06-26,manisa-alasehir,7,0
2021-06-27,manisa-alasehir,21,0
2021-06-28,manisa-alasehir,14,1
2021-06-29,manisa-alasehir,11,0
2021-06-30,manisa-alasehir,12,0
2021-07-01,manisa-alasehir,13,2
2021-07-02,manisa-alasehir,17,1
2021-07-03,manisa-alasehir,13,0
2021-07-04,manisa-alasehir,13,3
2021-07-05,manisa-alasehir,6,1
2021-07-06,manisa-alasehir,3,5
2021-07-07,manisa-alasehir,7,1
2021-07-08,manisa-alasehir,9,0
2021-07-09,manisa-alasehir,10,0
2021-07-10,manisa-alasehir,11,0
2021-07-11,manisa-alasehir,11,2
2021-07-12,manisa-alasehir,8,1
2021-07-13,manisa-alasehir,2,0
2021-07-14,manisa-alasehir,14,0
2021-07-15,manisa-alasehir,14,0
2021-07-16,manisa-alasehir,14,0
2021-07-17,manisa-alasehir,10,0
2021-07-18,manisa-alasehir,10,0
2021-07-19,manisa-alasehir,7,0
2021-07-20,manisa-alasehir,2,0
2021-07-21,manisa-alasehir,6,0
2021-07-22,manisa-alasehir,6,0
2021-07-23,manisa-alasehir,15,0
2021-07-24,manisa-alasehir,10,0
2021-07-25,manisa-alasehir,18,0
2021-07-26,manisa-alasehir,11,0
2021-07-27,manisa-alasehir,16,0
2021-07-28,manisa-alasehir,18,0
2021-07-29,manisa-alasehir,7,3
2021-07-30,manisa-alasehir,13,1
2021-07-31,manisa-alasehir,11,0
2021-08-01,manisa-alasehir,8,0
2021-08-02,manisa-alasehir,17,1
2021-08-03,manisa-alasehir,14,0
2021-08-04,manisa-alasehir,12,0
2021-08-05,manisa-alasehir,5,0
2021-08-06,manisa-alasehir,10,0
2021-08-07,manisa-alasehir,9,0
2021-08-08,manisa-alasehir,6,0
2021-08-09,manisa-alasehir,6,0
2021-08-10,manisa-alasehir,5,3
2021-08-11,manisa-alasehir,8,0
2021-08-12,manisa-alasehir,11,0
2021-08-13,manisa-alasehir,15,0
2021-08-14,manisa-alasehir,8,0
2021-08-15,manisa-alasehir,5,0
2021-08-16,manisa-alasehir,5,0
2021-08-17,manisa-alasehir,4,0
2021-08-18,manisa-alasehir,7,0
2021-08-19,manisa-alasehir,6,0
2021-08-20,manisa-alasehir,7,0
2021-08-21,manisa-alasehir,6,0
2021-08-22,manisa-alasehir,2,1
2021-08-23,manisa-alasehir,4,2
2021-08-24,manisa-alasehir,3,1
2021-08-25,manisa-alasehir,7,0
2021-08-26,manisa-alasehir,5,1
2021-08-27,manisa-alasehir,6,1
2021-08-28,manisa-alasehir,4,1
2021-08-29,manisa-alasehir,16,1
2021-08-30,manisa-alasehir,7,0
2021-08-31,manisa-alasehir,4,1
2021-09-01,manisa-alasehir,5,0
2021-09-02,manisa-alasehir,10,1
2021-09-03,manisa-alasehir,6,0
2021-09-04,manisa-alasehir,5,0
2021-09-05,manisa-alasehir,3,0
2021-09-06,manisa-alasehir,3,0
2021-09-07,manisa-alasehir,12,0
2021-09-08,manisa-alasehir,6,0
2021-09-09,manisa-alasehir,5,0
2021-09-10,manisa-alasehir,9,1
2021-09-11,manisa-alasehir,3,0
2021-09-12,manisa-alasehir,8,0
2021-09-13,manisa-alasehir,3,1
2021-09-14,manisa-alasehir,1,0
2021-09-15,manisa-alasehir,8,0
2021-09-16,manisa-alasehir,6,0
2021-09-17,manisa-alasehir,1,0
2021-09-18,manisa-alasehir,6,0
2021-09-19,manisa-alasehir,6,0
2021-09-20,manisa-alasehir,8,0
2021-09-21,manisa-alasehir,5,0
2021-09-22,manisa-alasehir,6,0
2021-09-23,manisa-alasehir,9,0
2021-09-24,manisa-alasehir,4,0
2021-09-25,manisa-alasehir,8,0
2021-09-26,manisa-alasehir,3,0
2021-09-27,manisa-alasehir,3,0
2021-09-28,manisa-alasehir,8,0
2021-09-29,manisa-alasehir,5,0
2021-09-30,manisa-alasehir,3,0
2021-10-01,manisa-alasehir,3,0
2021-10-02,manisa-alasehir,6,0
2021-10-03,manisa-alasehir,6,0
2021-10-04,manisa-alasehir,6,0
2021-10-05,manisa-alasehir,4,0
2021-10-06,manisa-alasehir,4,0
2021-10-07,manisa-alasehir,9,1
2021-10-08,manisa-alasehir,4,0
2021-10-09,manisa-alasehir,3,0
2021-10-10,manisa-alasehir,4,0
2021-10-11,manisa-alasehir,12,0
2021-10-12,manisa-alasehir,25,0
2021-10-13,manisa-alasehir,13,2
2021-10-14,manisa-alasehir,3,0
2021-10-15,manisa-alasehir,13,0
2021-10-16,manisa-alasehir,14,0
2021-10-17,manisa-alasehir,10,0
2021-10-18,manisa-alasehir,6,1
2021-10-19,manisa-alasehir,6,1
2021-10-20,manisa-alasehir,7,1
2021-10-21,manisa-alasehir,3,1
2021-10-22,manisa-alasehir,4,2
2021-10-23,manisa-alasehir,8,2
2021-10-24,manisa-alasehir,6,0
2021-10-25,manisa-alasehir,3,0
